Inventario;Autore;Ambito culturale;Datazione;Titolo-soggetto;Materiali;Immagine;lsreferenceby
0079/VD;;arte italiana;XVI;San Francesco da Paola;vetro;http://93.62.170.226/foto/M0012835.jpg;http://www.palazzomadamatorino.it/it/node/17736
0080/VD;;arte italiana;XVII;Tobiolo/ Angelo;vetro;http://93.62.170.226/foto/M0012836.jpg;http://www.palazzomadamatorino.it/it/node/17737
0081/VD;;arte italiana;XVII;san Gerolamo;vetro;http://93.62.170.226/foto/M0012837.jpg;http://www.palazzomadamatorino.it/it/node/17738
0082/VD;;arte lombarda;XVI;Crocifissione/ Compianto sul Cristo morto;vetro/ bronzo;http://93.62.170.226/foto/M0012838.jpg;http://www.palazzomadamatorino.it/it/node/25545
0085/VD;;arte piemontese;XVI;mezzo busto;vetro dipinto;http://93.62.170.226/foto/M0012841.jpg;http://www.palazzomadamatorino.it/it/node/17741
0086/VD;;arte piemontese;XVI;cartiglio con gigli;vetro dipinto;http://93.62.170.226/foto/M0012842.jpg;http://www.palazzomadamatorino.it/it/node/17742
0087/VD;;arte piemontese;XVI;motivi fitomorfici;vetro dipinto;http://93.62.170.226/foto/M0012843.jpg;http://www.palazzomadamatorino.it/it/node/17743
0089/VD;;arte svizzera;XVIII;ampollino;vetro dipinto;http://93.62.170.226/foto/M0012845.jpg;http://www.palazzomadamatorino.it/it/node/31118
0090/VD;;arte italiana;XVII;Maddalena ai piedi di Gesu'/ San Giuseppe con Gesu' Bambino;cristallo di rocca dipinto/ cristallo di rocca dorato;http://93.62.170.226/foto/M0012846.jpg;http://www.palazzomadamatorino.it/it/node/17745
0091/VD;;arte italiana;XVII;Gesu' Bambino adorato dagli Angeli;vetro dorato/ vetro dipinto;http://93.62.170.226/foto/M0012847.jpg;http://www.palazzomadamatorino.it/it/node/17746
0092/VD;;arte italiana;XVII;Martirio di San Bartolomeo/ Stigmate di San Francesco;cristallo di rocca dipinto;http://93.62.170.226/foto/M0012848.jpg;http://www.palazzomadamatorino.it/it/node/17747
0093/VD;;arte italiana;XVIII;Santa Maria Maddalena/ San Giovanni della Croce;vetro dipinto;http://93.62.170.226/foto/M0012849.jpg;http://www.palazzomadamatorino.it/it/node/17748
0094/VD;;arte tardoromana;III;ritratto femminile (Marcia Otacilia Severa?);vetro dipinto/ dorato/ graffito;http://93.62.170.226/foto/M0012850.jpg;http://www.palazzomadamatorino.it/it/node/25546
0095/VD;;arte lombarda;XVI;Adorazione del Bambino/ Angelo;vetro dorato/ vetro dipinto;http://93.62.170.226/foto/M0012851.jpg;http://www.palazzomadamatorino.it/it/node/17749
0096/VD;;arte italiana;XVI;Assunzione della Vergine;cristallo di monte/ dorato/ dipinto;http://93.62.170.226/foto/M0012852.jpg;http://www.palazzomadamatorino.it/it/node/17750
0097/VD;;arte italiana;XVI;Cristo in croce tra la Vergine e San Giovanni;cristallo di rocca/ vetro dipinto/ ottone;http://93.62.170.226/foto/M0012853.jpg;http://www.palazzomadamatorino.it/it/node/17751
0098/VD;;arte italiana;XVI;Crocefissione/ stemma Farnese;cristallo di rocca/ dipinto/ dorato;http://93.62.170.226/foto/M0012854.jpg;http://www.palazzomadamatorino.it/it/node/17752
0099/VD;;arte italiana;XVI;compianto sul Cristo morto;cristallo/  dorato/ dipinto;http://93.62.170.226/foto/M0012855.jpg;http://www.palazzomadamatorino.it/it/node/17753
0100/VD;;arte italiana;XVII;Resurrezione di Cristo;vetro dipinto/ dorato;http://93.62.170.226/foto/M0012856.jpg;http://www.palazzomadamatorino.it/it/node/17754
0101/VD;;arte italiana;XVI;Cristo in croce tra la Vergine e San Giovanni;cristallo/ dorato/ dipinto;http://93.62.170.226/foto/M0012857.jpg;http://www.palazzomadamatorino.it/it/node/17755
0102/VD;;arte italiana;XVI;Madonna del Rosario con quattro santi vescovi;cristallo/ dorato/ dipinto;http://93.62.170.226/foto/M0012858.jpg;http://www.palazzomadamatorino.it/it/node/17756
0103/VD;;arte italiana;XVI;Nativita'/ Battesimo di Cristo;cristallo/ dorato/ dipinto;http://93.62.170.226/foto/M0012859.jpg;http://www.palazzomadamatorino.it/it/node/17757
0104/VD;;arte italiana;XVI;Annunciazione/ Crocefissione;cristallo/ dorato/ dipinto;http://93.62.170.226/foto/M0012860.jpg;http://www.palazzomadamatorino.it/it/node/17758
0105/VD;;arte italiana;XVI;Crocefissione e Vergine in gloria;cristallo di rocca/ smalto/ perle;http://93.62.170.226/foto/M0012861.jpg;http://www.palazzomadamatorino.it/it/node/25547
0106/VD;;arte italiana;XVI;Caduta di Cristo sotto la Croce;cristallo dorato/ dipinto;http://93.62.170.226/foto/M0012862.jpg;http://www.palazzomadamatorino.it/it/node/17759
0107/VD;;arte italiana;XVI;trionfo;cristallo di monte/ dorato;http://93.62.170.226/foto/M0012863.jpg;http://www.palazzomadamatorino.it/it/node/17760
0108/VD;;arte italiana;XVI;Sant' Agostino adorante la Vergine col Bambino/ San Giuseppe;vetro dipinto;http://93.62.170.226/foto/M0012864.jpg;http://www.palazzomadamatorino.it/it/node/17761
0109/VD;;arte italiana;XVI;Salita al Calvario/ Cristo nell'orto dei Getsemani;cristallo di monte/ dorato/ dipinto;http://93.62.170.226/foto/M0012865.jpg;http://www.palazzomadamatorino.it/it/node/17762
0110/VD;;arte lombarda;XVI;Gesu' Cristo;vetro dipinto/ vetro dorato;http://93.62.170.226/foto/M0012866.jpg;http://www.palazzomadamatorino.it/it/node/17763
0111/VD;;arte lombarda;XVI;Madonna;vetro dipinto/ vetro dorato;http://93.62.170.226/foto/M0012867.jpg;http://www.palazzomadamatorino.it/it/node/17764
0112/VD;;arte lombarda;XVI;teca;vetro dipinto/ vetro dorato;http://93.62.170.226/foto/M0012868.jpg;http://www.palazzomadamatorino.it/it/node/31119
0113/VD;;arte lombarda;XVI;Nativita'/ Crocefissione;vetro dipinto/ vetro dorato;http://93.62.170.226/foto/M0012869.jpg;http://www.palazzomadamatorino.it/it/node/17765
0114/VD;;arte italiana;XVI;Flagellazione/ Ecce homo;cristallo di rocca dipinto;http://93.62.170.226/foto/M0012870.jpg;http://www.palazzomadamatorino.it/it/node/17766
0115/VD;;arte italiana;XVI;Maddalena orante ai piedi del Crocefisso;cristallo di rocca/ dipinto/ dorato;http://93.62.170.226/foto/M0012871.jpg;http://www.palazzomadamatorino.it/it/node/17767
0116/VD;;arte italiana;XVI;Madonna con Bambino;cristallo/ dipinto;http://93.62.170.226/foto/M0012872.jpg;http://www.palazzomadamatorino.it/it/node/17768
0117/VD;;arte italiana;XVI;Salita al Calvario/ e Crocefissione;cristallo di rocca dipinto/ cristallo di rocca dorato;http://93.62.170.226/foto/M0012873.jpg;http://www.palazzomadamatorino.it/it/node/17769
0118/VD;;arte italiana;XVI;Madonna;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012874.jpg;http://www.palazzomadamatorino.it/it/node/17770
0119/VD;;arte italiana;XVI;Visitazione/ Resurrezione;cristallo di monte/ dorato/ dipinto;http://93.62.170.226/foto/M0012875.jpg;http://www.palazzomadamatorino.it/it/node/17771
0120/VD;;arte italiana;XVI;San Francesco;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012876.jpg;http://www.palazzomadamatorino.it/it/node/17772
0121/VD;;arte italiana;XVI;San Antonio da Padova;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012877.jpg;http://www.palazzomadamatorino.it/it/node/17773
0122/VD;;bottega lombarda;XVI;san Gerolamo;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012878.jpg;http://www.palazzomadamatorino.it/it/node/17774
0123/VD;;arte lombarda;XVI;raffigurante Cristo e la Madonna;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012879A.jpg;http://www.palazzomadamatorino.it/it/node/17775
0124/VD;;arte italiana;XVI;Annunciazione;cristallo dorato/ dipinto;http://93.62.170.226/foto/M0012880.jpg;http://www.palazzomadamatorino.it/it/node/17776
0125/VD;;arte lombarda;XVI;Gesu' Cristo e la Madonna;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012881A.jpg;http://www.palazzomadamatorino.it/it/node/17777
0126/VD;;arte italiana;XVII;Crocefisso tra la Vergine e San Giovanni;vetro dorato/ vetro dipinto;http://93.62.170.226/foto/M0012882.jpg;http://www.palazzomadamatorino.it/it/node/17778
0127/VD;;arte lombarda;XVI;Presepio/ Adorazione dei Pastori;vetro dorato/ vetro dipinto;http://93.62.170.226/foto/M0012883A.jpg;http://www.palazzomadamatorino.it/it/node/17779
0128/VD;;arte lombarda;XVII;San Ignazio;cristallo di rocca dipinto;http://93.62.170.226/foto/M0012884.jpg;http://www.palazzomadamatorino.it/it/node/17780
0129/VD;;arte italiana;XVI;Deposizione di Cristo/ San Giuseppe e il Bambino Gesu';vetro dorato/ vetro dipinto;http://93.62.170.226/foto/M0012885.jpg;http://www.palazzomadamatorino.it/it/node/17781
0130/VD;;arte italiana;XVI;apparizione della Vergine a San Giovanni/ apparizione di un Angelo ad un monaco certosino;cristallo di rocca dorato/ cristallo di rocca dipinto;http://93.62.170.226/foto/M0012886.jpg;http://www.palazzomadamatorino.it/it/node/17782
0132/VD;;arte veneziana;XIV;San Giorgio/ la Vergine allattante;vetro/ legno;http://93.62.170.226/foto/M0012888.jpg;http://www.palazzomadamatorino.it/it/node/17784
0133/VD;;arte umbra;XIV;Nativita'/ Adorazione dei pastori/ san Pietro/ san Paolo/ san Giovanni Battista/ san Giovanni Evangelista/ Vergine Annunciata;vetro/ legno;http://93.62.170.226/foto/M0012889.jpg;http://www.palazzomadamatorino.it/it/node/25548
0134/VD;;arte senese;XIV;santi;vetro/ legno;http://93.62.170.226/foto/M0012890.jpg;http://www.palazzomadamatorino.it/it/node/17785
0135/VD;;arte emiliana;XIV;Presepio/ Crocefissione;vetro/ legno;http://93.62.170.226/foto/M0012891.jpg;http://www.palazzomadamatorino.it/it/node/17786
0136/VD;;arte toscana;XIV;pieta';vetro/ legno;http://93.62.170.226/foto/M0012892.jpg;http://www.palazzomadamatorino.it/it/node/17787
0138/VD;;arte umbra;XIV;Arcangelo Gabriele/ l'Annunziata/ Crocefissione/ busti di Santi;vetro/ legno;http://93.62.170.226/foto/M0012894.jpg;http://www.palazzomadamatorino.it/it/node/17789
0139/VD;;arte umbra;XIV - XV;Madonna/ Bambino/ Veronica;vetro/ legno;http://93.62.170.226/foto/M0012895.jpg;http://www.palazzomadamatorino.it/it/node/17790
0141/VD;;arte fiorentina;XV;Cristo emerge dal sarcofago;vetro/ metallo;http://93.62.170.226/foto/M0012897.jpg;http://www.palazzomadamatorino.it/it/node/17791
0143/VD;;arte marchigiana;XV;Nativita'/ Adorazione dei Pastori;vetro/ piombo/ argento;http://93.62.170.226/foto/M0012899.jpg;http://www.palazzomadamatorino.it/it/node/17792
0145/VD;;arte lombarda;XV;Hecce Homo/ simboli della Passione;vetro/ legno;http://93.62.170.226/foto/M0012901.jpg;http://www.palazzomadamatorino.it/it/node/17793
0147/VD;;arte lombarda;XV - XVI;Assunzione della Vergine;vetro/ legno di ebano;http://93.62.170.226/foto/M0012903.jpg;http://www.palazzomadamatorino.it/it/node/17795
0148/VD;;arte lombarda;XV - XVI;compianto sul Cristo morto;vetro/ legno;http://93.62.170.226/foto/M0012904.jpg;http://www.palazzomadamatorino.it/it/node/17796
0149/VD;;arte lombarda;XV - XVI;Madonna in trono/ San Pietro/ San Paolo;vetro/ legno;http://93.62.170.226/foto/M0012905.jpg;http://www.palazzomadamatorino.it/it/node/17797
0150/VD;;arte lombarda;XVI;Madonna e Bambino in trono tra Santi;vetro;http://93.62.170.226/foto/M0012906.jpg;http://www.palazzomadamatorino.it/it/node/17798
0151/VD;;arte lombarda;XVI;compianto sul Cristo morto;vetro/ legno;http://93.62.170.226/foto/M0012907.jpg;http://www.palazzomadamatorino.it/it/node/17799
0152/VD;;arte lombarda;XVI;Cristo deposto tra la Madonna San Giovanni;vetro/ smalto;http://93.62.170.226/foto/M0012908.jpg;http://www.palazzomadamatorino.it/it/node/17800
0153/VD;;arte lombarda;XVI;Calvario/ Compianto di Cristo;legno scolpito/ dorato e dipinto/ legno;http://93.62.170.226/foto/M0012909.jpg;http://www.palazzomadamatorino.it/it/node/17801
0397/AR;;manifattura spagnola;XVII;coltello;ferro/ argento;http://93.62.170.226/foto/M0013009.jpg;http://www.palazzomadamatorino.it/it/node/31218
0019/PS;;Valle d'Aosta;;lume;peltro;http://93.62.170.226/foto/M0013029.jpg;http://www.palazzomadamatorino.it/it/node/31233
0005/AV;;arte italiana;XVI;Vescovo benedicente;osso/ avorio/ rame dorato;http://93.62.170.226/foto/M0013048.jpg;http://www.palazzomadamatorino.it/it/node/17820
0006/AV-1;;cerchia di Veit Grauppensberg;XVIII;vecchio mendicante;avorio/ legno;http://93.62.170.226/foto/M0013050.jpg;http://www.palazzomadamatorino.it/it/node/17822
0006/AV-2;;cerchia di Veit Grauppensberg;XVIII;vecchia mendicante;avorio/ legno/ vetro;http://93.62.170.226/foto/M0013051.jpg;http://www.palazzomadamatorino.it/it/node/17823
0006/AV-3;;cerchia di Veit Grauppensberg;XVIII;vecchio mendicante;avorio/ legno/ vetro;http://93.62.170.226/foto/M0013052.jpg;http://www.palazzomadamatorino.it/it/node/17824
0006/AV-4;;cerchia di Veit Grauppensberg;XVIII;vecchia mendicante;avorio/ legno/ vetro;http://93.62.170.226/foto/M0013053.jpg;http://www.palazzomadamatorino.it/it/node/17825
0006/AV-5;;cerchia di Veit Grauppensberg;XVIII;vecchia mendicante;avorio/ legno/ vetro;http://93.62.170.226/foto/M0013054.jpg;http://www.palazzomadamatorino.it/it/node/17826
0006/AV-6;;cerchia di Veit Grauppensberg;XVIII;donna mendicante;avorio/ legno/ vetro;http://93.62.170.226/foto/M0013055.jpg;http://www.palazzomadamatorino.it/it/node/17827
0006/AV-7;;cerchia di Veit Grauppensberg;XVIII;vecchio mendicante;avorio/ legno/ filo di ferro;http://93.62.170.226/foto/M0013056.jpg;http://www.palazzomadamatorino.it/it/node/17828
0006/AV-8;;cerchia di Veit Grauppensberg;XVIII;vecchia mendicante;avorio/ legno;http://93.62.170.226/foto/M0013057.jpg;http://www.palazzomadamatorino.it/it/node/17829
0007/AV;;arte tedesca;;figurina / scatola;avorio/ metallo;http://93.62.170.226/foto/M0013058.jpg;http://www.palazzomadamatorino.it/it/node/31237
0008/AV;;Germania Meridionale;;visita dei pastori a Betlemme;avorio/ legno dorato;http://93.62.170.226/foto/M0013059.jpg;http://www.palazzomadamatorino.it/it/node/17830
0009/AV;;Germania Meridionale;;frate e fedeli oranti;avorio/ legno dorato;http://93.62.170.226/foto/M0013060.jpg;http://www.palazzomadamatorino.it/it/node/17831
0010/AV;;Germania Meridionale;;Adorazione dei Magi;avorio/ legno dorato;http://93.62.170.226/foto/M0013061.jpg;http://www.palazzomadamatorino.it/it/node/17832
0011/AV;;arte italiana;XVIII;Cristo in croce;avorio/ legno dorato;http://93.62.170.226/foto/M0013062.jpg;http://www.palazzomadamatorino.it/it/node/17833
0012/AV;;Germania Meridionale;;apparizione della Vergine;avorio/ legno dorato;http://93.62.170.226/foto/M0013063.jpg;http://www.palazzomadamatorino.it/it/node/17834
0013/AV;;Germania Meridionale;;predicatore e discepoli;avorio/ legno dorato;http://93.62.170.226/foto/M0013064.jpg;http://www.palazzomadamatorino.it/it/node/17835
0016/AV;;arte spagnola;XVIII;crocifisso;avorio/ legno/ lamina metallica;http://93.62.170.226/foto/M0013067.jpg;http://www.palazzomadamatorino.it/it/node/12897
0053/AV;;arte portoghese;XVI;figure con leone/ felini contrapposti;avorio lavorato;http://93.62.170.226/foto/M0013104.jpg;http://www.palazzomadamatorino.it/it/node/17856
0061/AV;;arte tedesca;XVII;bussola;avorio;http://93.62.170.226/foto/M0013112.jpg;http://www.palazzomadamatorino.it/it/node/31261
0062/AV;;arte siciliana;XVII;Riposo dalla fuga in Egitto;avorio/ legno/ stagno/ bronzo;http://93.62.170.226/foto/M0013113.jpg;http://www.palazzomadamatorino.it/it/node/25555
0063/AV;;arte siciliana;XVII;apparizione della Vergine a un Santo frate;avorio/ legno/ stagno/ bronzo;http://93.62.170.226/foto/M0013114.jpg;http://www.palazzomadamatorino.it/it/node/25556
0064/AV;;arte italiana;XVIII;crocifisso;avorio/ legno nero;http://93.62.170.226/foto/M0013115.jpg;http://www.palazzomadamatorino.it/it/node/12982
0098/AV;;arte tedesca;;Madonna con Bambino;avorio;http://93.62.170.226/foto/M0013149.jpg;http://www.palazzomadamatorino.it/it/node/17886
1361/T;;artigianato valdostano;XIX;elementi floreali;seta;http://93.62.170.226/foto/M0013442.jpg;http://www.palazzomadamatorino.it/it/node/18041
1368/T;;artigianato valdostano;XIX;cuffia;seta/ lana;http://93.62.170.226/foto/M0013449.jpg;http://www.palazzomadamatorino.it/it/node/31395
1779/T;;manifattura genovese;XVII;corone/ datteri/ foglie/ fiori/ cornucopie;velluto di seta cesellato ad un corpo laminato;http://93.62.170.226/foto/M0013484.jpg;http://www.palazzomadamatorino.it/it/node/18074
1783/T;;fabbrica veneta;XVI;fogliette/ rombi;merletto;http://93.62.170.226/foto/M0013488.jpg;http://www.palazzomadamatorino.it/it/node/18076
1787/T;;Venezia;1640 - 1650;merletto/ dettagli naturalistici/ motivi floreali stilizzati;merletto/ lino;http://93.62.170.226/foto/M0013492.jpg;http://www.palazzomadamatorino.it/it/node/18080
1788/T;;fabbrica veneta;XIX (?);decorazioni geometriche/ losanghe;merletto;http://93.62.170.226/foto/M0013493.jpg;http://www.palazzomadamatorino.it/it/node/18081
1792/T;;Italia;XVI - XVII;decorazioni geometriche;merletto;http://93.62.170.226/foto/M0013497A.jpg;http://www.palazzomadamatorino.it/it/node/18085
1834/T;;manifattura genovese;XVIII;mazzi di fiori/ tralci a volute;Velluto di seta cesellato a due corpi/ laminato;http://93.62.170.226/foto/M0013540.jpg;http://www.palazzomadamatorino.it/it/node/18122
1840/T;;manifattura italiana;XIV;maglie esagonali/ tralci con foglie e fiori /;lampasso di seta lanciato e broccato;http://93.62.170.226/foto/M0013546.jpg;http://www.palazzomadamatorino.it/it/node/18128
1845/T-a;;arte tedesca;XVII;donne sagge/ e le donne folli;;http://93.62.170.226/foto/M0013551A.jpg;http://www.palazzomadamatorino.it/it/node/18133
2005/T;;arte lombarda;XVII;tralci ondulanti/ fiori stilizzati;lino lavorato a fusello;http://93.62.170.226/foto/M0013552.jpg;http://www.palazzomadamatorino.it/it/node/18134
2006/T;;arte greca;;motivo di rosoni/ motivi geometrici;lino/ ago;http://93.62.170.226/foto/M0013553A.jpg;http://www.palazzomadamatorino.it/it/node/18135
2009/T;Wauter Michele;manifattura D'Anversa;XVII;esequie di un guerriero romano/ funerali di Decio Mure;arazzo;http://93.62.170.226/foto/M0013556.jpg;http://www.palazzomadamatorino.it/it/node/25574
2010/T;Bruno Antonio;manifattura torinese del Regio Parco;ca. 1775 - 1780;stemma di Vittorio Amedeo III;ordito di lana e trama di lana policroma/ seta policroma/ fodera in tela di cotone ecru;http://93.62.170.226/foto/M0013557.jpg;http://www.palazzomadamatorino.it/it/node/25575
2018/T;;Venezia;XVII;decoro/ tralci ondulati;lino;http://93.62.170.226/foto/M0013565.jpg;http://www.palazzomadamatorino.it/it/node/18143
2019/T;;Fiandre;XVIII;ghirlanda/ corolle/ motivi vegetali stilizzati;lino;http://93.62.170.226/foto/M0013566.jpg;http://www.palazzomadamatorino.it/it/node/18144
2020/T;;Fiandre;XIX;rametti fioriti/ decori floreali;lino;http://93.62.170.226/foto/M0013567.jpg;http://www.palazzomadamatorino.it/it/node/18145
2021/T;;Fiandre;XVIII;ghirlanda/ elementi floreali e vegetali;lino;http://93.62.170.226/foto/M0013568.jpg;http://www.palazzomadamatorino.it/it/node/18146
2022/T;;arte italiana;XIX;tralci ondulati/ margherite;cotone;http://93.62.170.226/foto/M0013569.jpg;http://www.palazzomadamatorino.it/it/node/18147
2023/T;;arte italiana;XVI;motivi stilizzati;lino lavorato a fusello;http://93.62.170.226/foto/M0013570.jpg;http://www.palazzomadamatorino.it/it/node/18148
2024/T;;arte italiana;XIX;motivi quadrati;cotone/ merletto meccanico;http://93.62.170.226/foto/M0013571.jpg;http://www.palazzomadamatorino.it/it/node/18149
2026/T;;Inghilterra;XIX;cornici romboidali/ corolle a otto petali;cotone/ merletto meccanico;http://93.62.170.226/foto/M0013573.jpg;http://www.palazzomadamatorino.it/it/node/18151
